Station_name,ID,Datetime,BC,EC,Protocol,Instrument_EC,Instrument_BC,OC,MAC,Size_cut,C_value,H_value,Flag_MCH
Genova-Bolzaneto,ID332,2011-07-08 00:00:00+00:00,1.32612158,1.3393827961546374,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-10 00:00:00+00:00,1.684976449,1.701826212986626,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-12 00:00:00+00:00,2.267456833,2.290131401200389,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-14 00:00:00+00:00,1.46805007,1.48273057119592,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-19 00:00:00+00:00,0.968671411,0.9783581255930892,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-22 00:00:00+00:00,1.391351213,1.4052647247706191,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-24 00:00:00+00:00,0.397146847,0.4011183152569735,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-07-30 00:00:00+00:00,1.430333721,1.4446370580182308,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-01 00:00:00+00:00,1.685543203,1.702398634916488,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-05 00:00:00+00:00,1.684477319,1.7013220922821066,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-07 00:00:00+00:00,0.674605295,0.6813513483575374,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-09 00:00:00+00:00,1.077812356,1.0885904796603918,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-11 00:00:00+00:00,1.964606845,1.984252913595481,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-13 00:00:00+00:00,1.207722045,1.2197992649629346,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-15 00:00:00+00:00,1.324207215,1.337449286805055,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-19 00:00:00+00:00,2.221023895,2.2432341342364555,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-21 00:00:00+00:00,2.985898156,3.015757137703708,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-23 00:00:00+00:00,2.835664016,2.864020656294127,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-25 00:00:00+00:00,2.187663593,2.2095402286854875,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-27 00:00:00+00:00,0.933828915,0.9431672046054188,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-29 00:00:00+00:00,2.032161198,2.052482809532472,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-08-31 00:00:00+00:00,1.299119622,1.3121108179664829,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-02 00:00:00+00:00,1.360294265,1.3738972077862628,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-04 00:00:00+00:00,1.202049064,1.2140695548516276,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-06 00:00:00+00:00,1.592808006,1.6087360863376934,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-08 00:00:00+00:00,1.237497297,1.2498722703391427,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-10 00:00:00+00:00,1.745011396,1.7624615098636829,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-12 00:00:00+00:00,1.543867572,1.5593062481682416,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-14 00:00:00+00:00,1.230765318,1.2430729713590334,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-17 00:00:00+00:00,1.325083251,0.742626075,EUSAAR,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-17 00:00:00+00:00,1.325083251,0.7426260747634468,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-20 00:00:00+00:00,1.38512561,1.3989768656125088,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-22 00:00:00+00:00,1.934052076,1.9533925972399595,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-24 00:00:00+00:00,2.099455929,2.1204504886256057,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-26 00:00:00+00:00,2.167012551,2.188682676215865,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-28 00:00:00+00:00,2.373849022,2.3975875117488856,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-09-30 00:00:00+00:00,2.614576766,2.6407225334400386,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-10-02 00:00:00+00:00,1.753683837,1.771220675665262,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-10-04 00:00:00+00:00,2.840487451,2.8688923251922094,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-10-06 00:00:00+00:00,1.515555374,1.530710927478708,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-10-08 00:00:00+00:00,0.873706033,0.8824430929761876,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Genova-Bolzaneto,ID332,2011-10-10 00:00:00+00:00,2.746730454,2.774197758966156,UNKNOWN,UNKNOWN,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Hyytiälä-SMEAR II,ID133,2017-12-31 00:00:00+00:00,0.162558,0.139,EUSAAR,LVol_Filters,MAAP,999.0,6.6,1.0,999.0,1.0,1.0
Hyytiälä-SMEAR II,ID133,2018-01-25 00:00:00+00:00,0.0737828333333333,0.113,EUSAAR,LVol_Filters,MAAP,999.0,6.6,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-11-11 00:00:00+00:00,0.030480275,0.0315,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-11-18 00:00:00+00:00,0.0271794444444444,0.0325,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-11-25 00:00:00+00:00,0.0937616333333333,0.034,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-12-02 00:00:00+00:00,0.0475721294117647,0.0215,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-12-09 00:00:00+00:00,0.0345409933333333,0.054,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-12-16 00:00:00+00:00,0.0559242857142857,0.0725,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-12-23 00:00:00+00:00,0.0199903014285714,0.028,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2017-12-30 00:00:00+00:00,0.1435669708333333,0.0475,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-01-06 00:00:00+00:00,0.0517025761904761,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-01-13 00:00:00+00:00,0.1806948166666667,0.09,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-01-20 00:00:00+00:00,0.0895707625,0.06,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-01-27 00:00:00+00:00,0.08450315,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-02-03 00:00:00+00:00,0.1640002083333333,0.07,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-02-10 00:00:00+00:00,0.7581221666666667,0.095,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-02-17 00:00:00+00:00,0.1916163166666667,0.11,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-02-24 00:00:00+00:00,0.1526657761904762,0.075,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-03-03 00:00:00+00:00,0.1626653478260869,0.095,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-03-10 00:00:00+00:00,0.4680339166666667,0.22,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-03-17 00:00:00+00:00,0.0924471130434782,0.06,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-03-24 00:00:00+00:00,0.1005182176470588,0.045,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-03-31 00:00:00+00:00,0.168405125,0.075,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-04-07 00:00:00+00:00,0.2343801291666666,0.075,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-04-14 00:00:00+00:00,0.6700489166666667,0.21,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-04-21 00:00:00+00:00,0.0492191583333333,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-04-28 00:00:00+00:00,0.0510075647058823,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-05-05 00:00:00+00:00,0.2991173333333333,0.1,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-05-12 00:00:00+00:00,0.1234062608695652,0.135,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-05-19 00:00:00+00:00,0.1183497347826087,0.095,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-05-26 00:00:00+00:00,0.1972964117647059,0.14,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-06-02 00:00:00+00:00,0.3200632222222222,0.12,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-06-09 00:00:00+00:00,0.2710240454545454,0.065,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-06-16 00:00:00+00:00,0.0748627833333333,0.025,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-06-23 00:00:00+00:00,0.0224638733333333,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-06-30 00:00:00+00:00,0.0450813133333333,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-07-07 00:00:00+00:00,0.0579867666666666,0.025,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-09-29 00:00:00+00:00,0.0536841304347826,0.015,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-10-06 00:00:00+00:00,0.0688902714285714,0.035,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-10-13 00:00:00+00:00,0.5012506363636363,0.25,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-10-20 00:00:00+00:00,0.085657594117647,0.045,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-10-27 00:00:00+00:00,0.0357333333333333,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-11-03 00:00:00+00:00,0.2043453692307692,0.11,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-11-10 00:00:00+00:00,0.468433,0.125,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-11-17 00:00:00+00:00,0.473942,0.13,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-11-24 00:00:00+00:00,0.05554444375,0.07,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-12-01 00:00:00+00:00,0.0897818066666666,0.06,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-12-08 00:00:00+00:00,0.0325559571428571,0.055,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-12-15 00:00:00+00:00,0.1244593954545454,0.08,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-12-22 00:00:00+00:00,0.1295957409090909,0.08,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2018-12-29 00:00:00+00:00,0.0524716277777777,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-01-05 00:00:00+00:00,0.1172217727272727,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-01-12 00:00:00+00:00,0.0674406647058823,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-01-19 00:00:00+00:00,0.0786523666666666,0.06,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-01-26 00:00:00+00:00,0.3307375909090909,0.2833333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-02-02 00:00:00+00:00,0.0846467333333333,0.09,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-02-09 00:00:00+00:00,0.0970252055555555,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-02-16 00:00:00+00:00,0.7483701363636364,0.1333333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-02-23 00:00:00+00:00,0.1479742,0.0633333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-03-02 00:00:00+00:00,0.0904747263157894,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-03-09 00:00:00+00:00,0.060437145,0.0166666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-03-16 00:00:00+00:00,0.0911776615384615,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-03-23 00:00:00+00:00,0.0591775375,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-03-30 00:00:00+00:00,0.1932397266666667,0.0666666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-04-06 00:00:00+00:00,0.8208259565217391,0.2433333333333334,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-04-27 00:00:00+00:00,0.5885879066666667,0.24,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-05-04 00:00:00+00:00,0.03764962,0.0566666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-05-11 00:00:00+00:00,0.0362194,0.0433333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-05-18 00:00:00+00:00,0.1573409208333333,0.0566666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-05-25 00:00:00+00:00,0.03695468,0.0266666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-06-01 00:00:00+00:00,0.0631564166666666,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-06-08 00:00:00+00:00,0.0978861461538461,0.0433333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-06-15 00:00:00+00:00,0.1744780714285714,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-06-22 00:00:00+00:00,0.03604865,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-06-29 00:00:00+00:00,0.0587773,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-07-06 00:00:00+00:00,0.0568724,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-07-13 00:00:00+00:00,0.1446690769230769,0.0366666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-07-20 00:00:00+00:00,0.141908375,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-07-27 00:00:00+00:00,0.2296717058823529,0.0633333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-08-03 00:00:00+00:00,0.1896372352941176,0.0266666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-08-10 00:00:00+00:00,0.1343807357142857,0.0166666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-08-17 00:00:00+00:00,0.0990356458333333,0.0266666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-08-24 00:00:00+00:00,0.102016925,0.0766666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-08-31 00:00:00+00:00,0.2807,0.0666666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-09-07 00:00:00+00:00,0.0562001071428571,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-09-14 00:00:00+00:00,0.1042033769230769,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-09-21 00:00:00+00:00,0.1616028923076923,0.0333333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-09-28 00:00:00+00:00,0.0954084181818181,0.0466666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-10-05 00:00:00+00:00,0.1097058166666667,0.05,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-10-12 00:00:00+00:00,0.0649723599999999,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-10-19 00:00:00+00:00,0.0963820823529411,0.0166666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-10-26 00:00:00+00:00,0.0617931538461538,0.0333333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-11-02 00:00:00+00:00,0.2843402777777778,0.06,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-11-09 00:00:00+00:00,0.0431559785714285,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-11-16 00:00:00+00:00,0.029139286,0.03,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-11-23 00:00:00+00:00,0.3147495526315789,0.04,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-11-30 00:00:00+00:00,0.0984518538461538,0.0133333333333333,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-12-07 00:00:00+00:00,0.05139195,0.02,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-12-14 00:00:00+00:00,0.3434604125,0.05,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-12-21 00:00:00+00:00,0.1945478545454545,0.0466666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2019-12-28 00:00:00+00:00,0.1159831476190476,0.0466666666666666,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-01-04 00:00:00+00:00,0.0301792222222222,0.052,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-01-11 00:00:00+00:00,0.0733261333333333,0.0355,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-01-18 00:00:00+00:00,0.0341758555555555,0.0554999999999999,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-01-25 00:00:00+00:00,0.0984393823529411,0.056,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-02-01 00:00:00+00:00,0.0846223333333333,0.036,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-02-08 00:00:00+00:00,0.2425041363636364,0.052,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-02-15 00:00:00+00:00,0.1601798909090909,0.0345,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-02-22 00:00:00+00:00,0.0404531777777777,0.025,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-02-29 00:00:00+00:00,0.0841059333333333,0.0684999999999999,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
Birkenes II Observatory,ID123,2020-03-07 00:00:00+00:00,0.1015484285714286,0.094,EUSAAR,LVol_Filters,MAAP,999.0,999.0,1.0,999.0,1.0,1.0
